Country,Region-Geo,Continent,Region,Year,IncomePerPerson,LifeExpectancy,PopulationTotal
Spain,Europe - Southern,Europe,Europe & Central Asia,1984,14342.73031,76.46,38339878
Sri Lanka,Asia - Southern,Asia,South Asia,1984,1771.429096,69.087,15986020
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1984,1660.506045,54.641,18198981
Suriname,America - South,Central and South America,America,1984,5518.301344,66.758,372398
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1984,3725.861208,56.914,680341
Sweden,Europe - Northern,Europe,Europe & Central Asia,1984,21928.84808,76.92,8333446
Switzerland,Europe - Western,Europe,Europe & Central Asia,1984,29128.18896,76.82,6415987
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1984,9352.63795,72.75,19083000
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1984,3849.374364,63.245,4429847
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1984,2581.974657,67.028,51346204
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1984,1829.712042,41.912,639513
Togo,Africa - Western,Africa,Sub-Saharan Africa,1984,1221.053455,54.276,3055479
Tokelau,Oceania,Oceania,East Asia & Pacific,1984,,,1694
Tonga,Oceania,Oceania,East Asia & Pacific,1984,3626.125858,68.478,93829
Trinidad and Tobago,America - Central,Central and South America,America,1984,8647.690186,67.428,1156858
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1984,3693.062361,65.214,7151430
Turkey,Asia - Western,Asia,Europe & Central Asia,1984,4784.94986,61.113,48360679
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1984,5781.666768,62.189,3151262
Turks and Caicos Islands,America - Central,Central and South America,America,1984,12375.93082,,9096
Tuvalu,Oceania,Oceania,East Asia & Pacific,1984,2619.222424,,8537
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1984,630.5232015,49.352,14315090
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1984,7703.998431,69.57,50769702
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1984,41475.71132,69.383,1279010
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1984,19309.6655,74.83,56436762
United States of America,America - North,North America,America,1984,29785.25419,74.81,238794274
Uruguay,America - South,Central and South America,America,1984,6366.469352,71.343,2991478
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1984,2166.406137,66.736,17715706
Vanuatu,Oceania,Oceania,East Asia & Pacific,1984,3507.641223,60.467,127097
Venezuela,America - South,Central and South America,America,1984,9500.515805,69.285,16813481
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1984,777.0613592,68.701,58959045
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1984,2411.670573,,13207
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1984,4631.302084,65.32,1705584
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1984,,53.297,178007
Yemen,Asia - Western,Asia,Middle East & North Africa,1984,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1984,1279.198766,49.083,6575403
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1984,728.3713442,61.246,8523090
Afghanistan,Asia - Southern,Asia,South Asia,1988,2310.032382,46.88,12156685
Albania,Europe - Southern,Europe,Europe & Central Asia,1988,11287.81963,71.853,3194854
Algeria,Africa - Northern,Africa,Middle East & North Africa,1988,16247.95879,66.072,24035237
American Samoa,Oceania,Oceania,East Asia & Pacific,1988,19415.74068,,44048
Andorra,Europe - Southern,Europe,Europe & Central Asia,1988,82553.14082,,50236
Angola,Africa - Central,Africa,Sub-Saharan Africa,1988,8185.589705,41.05,9799680
Anguilla,America - Central,Central and South America,America,1988,34817.23255,,7575
Antigua and Barbuda,America - Central,Central and South America,America,1988,31275.68069,70.907,62669
Argentina,America - South,Central and South America,America,1988,26536.77433,71.156,31729130
Armenia,Asia - Western,Asia,Europe & Central Asia,1988,8754.997491,68.331,3510439
Aruba,America - Central,Central and South America,America,1988,63757.22791,73.378,61069
Australia,Oceania,Oceania,East Asia & Pacific,1988,67524.57235,76.35,16596096
Austria,Europe - Western,Europe,Europe & Central Asia,1988,73113.53307,75.41,7605095
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1988,9552.343613,65.567,6989708
Bahamas,America - Central,Central and South America,America,1988,45099.86843,70.316,247409
Bahrain,Asia - Western,Asia,Middle East & North Africa,1988,37142.41457,71.967,462184
Bangladesh,Asia - Southern,Asia,South Asia,1988,1518.08948,58.97,100062322
Barbados,America - Central,Central and South America,America,1988,28280.18561,70.589,257621
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1988,13604.76659,71.89,10177584
Belgium,Europe - Western,Europe,Europe & Central Asia,1988,47111.64021,75.66,9895654
Belize,America - Central,Central and South America,America,1988,8185.31094,71.368,179952
Benin,Africa - Western,Africa,Sub-Saharan Africa,1988,2445.802831,52.188,4494242
Bermuda,America - North,North America,America,1988,102757.0975,,59016
Bhutan,Asia - Southern,Asia,South Asia,1988,3070.933299,50.909,540918
Bolivia,America - South,Central and South America,America,1988,5601.886454,57.664,6363470
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1988,8469.344548,70.088,4349682
Botswana,America - South,Africa,Sub-Saharan Africa,1988,13919.31892,63.591,1301146
Brazil,America - South,Central and South America,America,1988,15314.64768,65.667,144470377
British Virgin Islands,America - Central,Central and South America,America,1988,9922.776821,,15290
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1988,105299.6046,73.015,238305
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1988,16358.02108,71.4,8917563
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1988,1915.737128,49.545,8837666
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1988,1257.179573,48.254,5321108
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1988,1505.375302,54.404,8885701
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1988,4822.649174,53.415,11493770
Canada,America - North,North America,America,1988,55124.82908,76.93,26943398
Cayman Islands,America - Central,Central and South America,America,1988,91088.90358,,23475
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1988,1675.54541,47.082,2807768
Chad,Africa - Central,Africa,Sub-Saharan Africa,1988,2132.528121,46.299,5645708
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1988,,75.074,137856
Chile,America - South,Central and South America,America,1988,11701.57121,72.909,12733409
China,Asia - Eastern,Asia,East Asia & Pacific,1988,4071.244432,69.032,1110339206
Colombia,America - South,Central and South America,America,1988,10093.62541,68.058,31913250
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1988,2675.02096,55.078,417077
Cook Islands,Oceania,Oceania,East Asia & Pacific,1988,,,
Costa Rica,America - Central,Central and South America,America,1988,11336.93302,75.263,2916566
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1988,4098.393582,52.793,11694318
Croatia,Europe - Southern,Europe,Europe & Central Asia,1988,27136.09454,71.955,4488560
Cuba,America - Central,Central and South America,America,1988,15199.95471,74.616,10366500
Cyprus,Asia - Western,Asia,Europe & Central Asia,1988,31359.52048,76.23,736531
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1988,33289.95446,71.78,10299711
Denmark,Europe - Northern,Europe,Europe & Central Asia,1988,49662.28944,74.89,5122098
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1988,5485.846661,56.271,500876
Dominica,America - Central,Central and South America,America,1988,12875.30998,,71740
Dominican Republic,America - Central,Central and South America,America,1988,5718.449333,66.803,6907171
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1988,,,
Ecuador,America - South,Central and South America,America,1988,13984.49819,67.791,9792658
Egypt,Africa - Northern,Africa,Middle East & North Africa,1988,7913.244946,63.692,54433720
El Salvador,America - Central,Central and South America,America,1988,8285.136372,63.559,5189565
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1988,2020.809488,45.855,351694
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1988,1025.251116,46.815,3046674
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1988,,,47584614
Estonia,Europe - Northern,Europe,Europe & Central Asia,1988,20993.92759,70.98,1566396
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1988,1128.747639,46.079,45240322
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1988,,,47370
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1988,,,
Fiji,Oceania,Oceania,East Asia & Pacific,1988,6000.163836,65.054,722753
Finland,Europe - Northern,Europe,Europe & Central Asia,1988,44221.76939,74.79,4951685
France,Europe - Western,Europe,Europe & Central Asia,1988,47047.02613,76.57,56162822
French Guiana,America - South,Central and South America,America,1988,14421.76779,71.265,105392
French Polynesia,Oceania,Oceania,East Asia & Pacific,1988,46941.54899,68.149,187044
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1988,25960.5812,60.793,871675
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1988,1303.701902,51.481,887224
Georgia,Asia - Western,Asia,Europe & Central Asia,1988,13632.19342,70.321,5441216
Germany,Europe - Western,Europe,Europe & Central Asia,1988,50718.12048,75.003,78260173
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1988,1740.105091,55.697,14010951
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1988,,,26697
Greece,Europe - Southern,Europe,Europe & Central Asia,1988,32828.70673,75.922,10045020
Greenland,America - North,North America,America,1988,60665.09623,,54854
Grenada,America - Central,Central and South America,America,1988,10271.68277,68.247,97978
Guadeloupe,America - Central,Central and South America,America,1988,7108.364972,72.976,375102
Guam,Oceania,Oceania,East Asia & Pacific,1988,,71.45,128260
Guatemala,America - Central,Central and South America,America,1988,8569.922297,61.105,8525211
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1988,63614.66108,,60484
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1988,1663.817848,48.359,5315182
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1988,1495.939504,48.351,976802
Guyana,America - South,Central and South America,America,1988,4209.749247,61.723,732806
Haiti,America - Central,Central and South America,America,1988,3597.129472,53.75,6831374
Holy See,Europe - Southern,Europe,Europe & Central Asia,1988,,,762
Honduras,America - Central,Central and South America,America,1988,6146.337282,65.644,4618245
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1988,42952.86919,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1988,26798.6062,70,10429422
Iceland,Europe - Northern,Europe,Europe & Central Asia,1988,52870.44788,77.08,249526
India,Asia - Southern,Asia,South Asia,1988,2161.956846,57.964,837699675
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1988,3643.963582,62.587,178006800
Iran,Asia - Southern,Asia,Middle East & North Africa,1988,11784.2868,60.153,51810746
Iraq,Asia - Western,Asia,Middle East & North Africa,1988,17603.18116,65.953,16528250
Ireland,Europe - Northern,Europe,Europe & Central Asia,1988,29279.19037,74.55,3533181
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1988,32125.35658,,67904
Israel,Asia - Western,Asia,Middle East & North Africa,1988,34374.24499,76.01,4291626
Italy,Europe - Southern,Europe,Europe & Central Asia,1988,40587.70181,76.6,56824700
Jamaica,America - Central,Central and South America,America,1988,13048.27197,70.913,2341957
Japan,Asia - Eastern,Asia,East Asia & Pacific,1988,47322.07309,78.58,121434677
Jersey,Europe - Northern,Europe,Europe & Central Asia,1988,,,82083
Jordan,Asia - Western,Asia,Middle East & North Africa,1988,8514.726462,69.309,3129651
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1988,14736.05282,67.297,16344294
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1988,2792.844672,59.529,21894026
Kiribati,Oceania,Oceania,East Asia & Pacific,1988,5236.683716,59.89,68416
Kuwait,Asia - Western,Asia,Middle East & North Africa,1988,55791.06171,71.704,2028166
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1988,5098.714476,66.097,4260325
Lao,Asia - Eastern,Asia,East Asia & Pacific,1988,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1988,21025.98605,70.92,2652332
Lebanon,Asia - Western,Asia,Middle East & North Africa,1988,7988.053581,69.656,2884840
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1988,1703.654354,58.192,1579900
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1988,981.8491586,47.189,2189831
Libya,Africa - Northern,Africa,Middle East & North Africa,1988,23234.41832,67.742,4164147
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1988,102792.3927,,28243
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1988,26853.93372,71.98,3657818
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1988,74747.18128,74.75,373733
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1988,38707.81724,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1988,2280.722037,50.176,10639804
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1988,1221.870108,46.861,8616602
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1988,11155.32421,70.269,17200067
Maldives,Asia - Southern,Asia,South Asia,1988,3523.592543,59.04,206522
Mali,Africa - Western,Africa,Sub-Saharan Africa,1988,1341.009094,45.467,8378673
Malta,Europe - Southern,Europe,Europe & Central Asia,1988,23875.66398,74.864,360256
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1988,14484.49349,,44054
Martinique,America - Central,Central and South America,America,1988,22006.75771,74.051,352584
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1988,2870.203564,57.938,1892328
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1988,10124.4164,68.859,1038704
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1988,,71.352,82829
Mexico,America - Central,Central and South America,America,1988,17256.51447,70.04,81010093
Monaco,Europe - Western,Europe,Europe & Central Asia,1988,59989.48486,,29990
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1988,4782.284272,59.656,2096653
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1988,23032.92255,74.225,592740
Montserrat,America - Central,Central and South America,America,1988,24491.71321,,10871
Morocco,Africa - Northern,Africa,Middle East & North Africa,1988,5927.707192,63.561,23827539
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1988,848.9626664,43.186,13336217
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1988,1709.882,58.016,38041034
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1988,7248.379817,60.916,1304005
Nauru,Oceania,Oceania,East Asia & Pacific,1988,27662.75277,,8752
Nepal,Asia - Southern,Asia,South Asia,1988,1631.629631,53.471,18183258
Netherlands,Europe - Western,Europe,Europe & Central Asia,1988,46065.1921,77.03,14701901
Netherlands Antilles,Europe - Western,Europe,America,1988,34972.73054,74.485,187596
New Caledonia,Oceania,Oceania,East Asia & Pacific,1988,65612.65498,70.053,163039
New Zealand,Oceania,Oceania,East Asia & Pacific,1988,37749.30464,74.6,3332798
Nicaragua,America - Central,Central and South America,America,1988,5120.447091,62.612,3944304
Niger,Africa - Western,Africa,Sub-Saharan Africa,1988,1374.78613,42.971,7336924
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1988,1481.384981,46.207,92731304
Niue,Oceania,Oceania,East Asia & Pacific,1988,,,2448
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1988,,,
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1988,6471.91356,,38571
Norway,Europe - Northern,Europe,Europe & Central Asia,1988,30359.20985,75.99,4202325
Oman,Asia - Western,Asia,Middle East & North Africa,1988,18002.57862,65.976,1731168
Pakistan,Asia - Southern,Asia,South Asia,1988,1760.849258,60.525,105332464
Palau,Oceania,Oceania,East Asia & Pacific,1988,14937.8488,,14485
Panama,America - Central,Central and South America,America,1988,5821.911408,72.521,2319035
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1988,1748.268178,55.06,3960087
Paraguay,America - South,Central and South America,America,1988,4136.868251,67.688,4023628
Peru,America - South,Central and South America,America,1988,5714.654778,64.536,20797983
